	extensions	timeInS	force [pN]
571	15.703781127929688	5.6900000000000007e-08	532.1171
572	15.796415710449219	5.700000000000001e-08	538.5825
573	15.760914611816407	5.71e-08	550.3203
574	15.7974853515625	5.72e-08	547.5456
575	15.818473815917969	5.7300000000000004e-08	535.0911
576	15.674095153808594	5.7400000000000004e-08	563.2314
577	15.934114074707033	5.7500000000000005e-08	595.1135
578	15.821948242187501	5.7600000000000006e-08	580.0478
579	15.908308410644532	5.770000000000001e-08	596.6646
580	15.888269042968751	5.78e-08	589.4622
581	15.960285949707032	5.79e-08	614.2139
582	15.794639587402344	5.8e-08	603.9118
583	15.899143981933594	5.8100000000000004e-08	594.7529
584	15.915322875976564	5.8200000000000005e-08	601.8789
585	15.794515991210938	5.8300000000000006e-08	620.0601
586	15.929591369628907	5.840000000000001e-08	623.7248
587	15.823750305175782	5.850000000000001e-08	633.6124
588	15.972125244140626	5.86e-08	672.11
589	15.905787658691407	5.87e-08	660.9655
590	15.782209777832032	5.8800000000000004e-08	651.2067
591	15.873643493652345	5.8900000000000005e-08	642.8547
592	15.948011779785157	5.9000000000000006e-08	672.9263
593	15.925405883789063	5.9100000000000006e-08	684.7247
594	15.952841186523438	5.920000000000001e-08	702.7231
595	16.104190063476562	5.93e-08	704.923
596	15.997560119628908	5.94e-08	697.467
597	16.03400573730469	5.9500000000000003e-08	715.8278
598	15.960052490234375	5.9600000000000004e-08	706.1507
599	15.972142028808594	5.97e-08	720.4759
600	16.02013702392578	5.98e-08	706.7686
601	15.952520751953125	5.99e-08	717.703
602	16.1534423828125	6.000000000000001e-08	745.4634
603	16.03693389892578	6.01e-08	747.5918
604	16.003334045410156	6.020000000000001e-08	766.2993
605	16.07911071777344	6.03e-08	742.7547
606	15.915840148925781	6.04e-08	740.7366
607	16.020896911621094	6.05e-08	762.6651
608	16.157328796386718	6.06e-08	788.6759
609	16.08946533203125	6.070000000000001e-08	790.5489
610	16.222630310058594	6.08e-08	793.6505
611	16.114566040039062	6.090000000000001e-08	780.9581
612	16.194708251953127	6.1e-08	781.9303
613	16.165553283691406	6.110000000000001e-08	797.5698
614	16.0803955078125	6.12e-08	830.0479
615	16.087258911132814	6.13e-08	822.6785
616	16.110998535156252	6.140000000000001e-08	811.9467
617	16.13490447998047	6.15e-08	840.8623
618	16.232096862792968	6.160000000000001e-08	823.9053
619	16.244578552246093	6.17e-08	844.8136
620	16.171380615234376	6.180000000000001e-08	861.9614
621	16.135574340820312	6.19e-08	852.8759
622	16.287007141113282	6.2e-08	854.6698
623	16.24526062011719	6.210000000000001e-08	878.8781
624	16.246902465820312	6.22e-08	895.3771
625	16.290834045410158	6.230000000000001e-08	900.3463
626	16.28852233886719	6.24e-08	895.3587
627	16.167478942871096	6.250000000000001e-08	892.7897
628	16.242787170410157	6.26e-08	916.7219
629	16.282159423828126	6.27e-08	926.381
630	16.231500244140626	6.28e-08	928.7888
631	16.201080322265625	6.29e-08	928.2422
632	16.345912170410156	6.300000000000001e-08	931.4822
633	16.26483154296875	6.31e-08	964.6199
634	16.40862579345703	6.320000000000001e-08	945.7579
635	16.245584106445314	6.33e-08	931.2496
636	16.319006347656252	6.34e-08	966.7713
637	16.324827575683596	6.35e-08	976.7128
638	16.265953063964844	6.36e-08	990.0267
639	16.349197387695312	6.370000000000001e-08	977.9643
640	16.418232727050782	6.38e-08	988.812
641	16.426655578613282	6.390000000000001e-08	1001.3096
642	16.281011962890627	6.4e-08	1005.5571
643	16.366487121582033	6.410000000000001e-08	1022.5204
644	16.389875793457033	6.42e-08	1036.2425
645	16.355113220214843	6.43e-08	1040.3284
646	16.36176910400391	6.440000000000001e-08	1036.7926
647	16.385556030273438	6.45e-08	1049.4981
648	16.27248992919922	6.460000000000001e-08	1051.6796
649	16.333897399902344	6.47e-08	1069.2015
650	16.378665161132812	6.480000000000001e-08	1073.6382
651	16.440876770019532	6.49e-08	1067.7964
652	16.503964233398438	6.5e-08	1085.634
653	16.3925048828125	6.510000000000001e-08	1109.8942
654	16.345338439941408	6.52e-08	1102.8036
655	16.43211669921875	6.530000000000001e-08	1100.2381
656	16.36103057861328	6.54e-08	1123.1891
657	16.496005249023437	6.550000000000001e-08	1126.8696
658	16.472613525390624	6.56e-08	1124.2287
659	16.43275146484375	6.57e-08	1163.2135
660	16.480686950683594	6.580000000000001e-08	1157.789
661	16.449378967285156	6.59e-08	1158.7207
662	16.417919921875	6.600000000000001e-08	1169.969
663	16.436489868164063	6.61e-08	1174.4833
664	16.413499450683595	6.620000000000001e-08	1195.6484
665	16.599131774902343	6.63e-08	1204.1587
666	16.5556884765625	6.64e-08	1200.1204
667	16.56451416015625	6.65e-08	1204.5804
668	16.551734924316406	6.66e-08	1204.0713
669	16.458706665039063	6.670000000000001e-08	1199.5461
670	16.465391540527346	6.68e-08	1205.4998
671	16.481280517578124	6.690000000000001e-08	1214.3567
672	16.507369995117188	6.7e-08	1245.6107
673	16.57012939453125	6.71e-08	1241.616
674	16.570013427734377	6.72e-08	1263.6473
675	16.56873931884766	6.73e-08	1272.0266
676	16.51636962890625	6.740000000000001e-08	1278.6955
677	16.679356384277344	6.75e-08	1281.066
678	16.65979461669922	6.760000000000001e-08	1299.8278
679	16.647264099121095	6.77e-08	1292.8998
680	16.635476684570314	6.780000000000001e-08	1275.2965
681	16.543484497070313	6.79e-08	1288.7756
682	16.553697204589845	6.8e-08	1310.4171
683	16.62311706542969	6.810000000000001e-08	1336.8218
684	16.60106964111328	6.82e-08	1331.5268
685	16.575592041015625	6.830000000000001e-08	1331.2348
686	16.565000915527346	6.84e-08	1349.6064
687	16.51081085205078	6.850000000000001e-08	1353.7314
688	16.61359405517578	6.86e-08	1344.5182
689	16.681541442871094	6.87e-08	1361.6139
690	16.6072021484375	6.880000000000001e-08	1375.6649
691	16.71710662841797	6.89e-08	1377.3322
692	16.587095642089846	6.900000000000001e-08	1384.0345
693	16.656222534179687	6.91e-08	1400.5436
694	16.716995239257812	6.920000000000001e-08	1391.0173
695	16.64401092529297	6.93e-08	1412.4963
696	16.64421844482422	6.94e-08	1404.7005
697	16.629409790039062	6.950000000000001e-08	1402.6126
698	16.650624084472657	6.96e-08	1417.1612
699	16.583319091796877	6.970000000000001e-08	1448.8833
